,INSTNM,C100_4,GRAD CLASSES
1964,American InterContinental University-Atlanta,0.15000000596,0
1965,American InterContinental University-South Florida,0.111100003123,0
1966,Everest University-Jacksonville,0.40000000596,2
1967,Argosy University-Seattle,0.0,0
1968,Johnson & Wales University-Denver,0.370200008154,1
1969,University of Phoenix-Ohio,0.0,0
1970,Crossroads Bible College,0.20000000298,1
1971,The King's University,0.333299994469,1
1972,Pacific Islands University,0.0,0
1973,Westwood College-River Oaks,0.120499998331,0
1974,ITT Technical Institute-Green Bay,0.15000000596,0
1975,Everest College-Ontario Metro,0.800000011921,4
1976,The Art Institute of Washington,0.209499999881,1
1977,University of Phoenix-Massachusetts,0.0,0
1978,University of Phoenix-Wisconsin,0.00329999998212,0
1979,University of Phoenix-Idaho,0.0,0
1980,Westwood College-Inland Empire,0.324099987745,1
1981,National American University-Ellsworth AFB Extension,0.0,0
1982,National American University-Albuquerque West,0.0,0
1983,National American University-Brooklyn Center,0.0,0
1984,Pillar College,0.333299994469,1
1985,Sanford-Brown College-Orlando,0.16930000484,0
1986,Apex School of Theology,0.761900007725,3
1987,Universidad Pentecostal Mizpa,0.0,0
1988,Nevada State College,0.0604000017047,0
1989,California State University-Channel Islands,0.270500004292,1
1990,ITT Technical Institute-Springfield,0.0,0
1991,ITT Technical Institute-Chantilly,0.20000000298,1
1992,Argosy University-The Art Institute of California-Orange County,0.25150001049,1
1993,Franklin W Olin College of Engineering,0.826699972153,4
1994,University of Phoenix-Illinois,0.00230000005104,0
1995,Minnesota School of Business-Plymouth,0.5,2
1996,University of the Potomac-VA Campus,0.166700005531,0
1997,National American University-Overland Park,0.0,0
1998,Pacific College of Oriental Medicine-Chicago,1.0,5
1999,Faith International University,0.181799992919,0
2000,Family of Faith Christian University,1.0,5
2001,Williamson Christian College,0.333299994469,1
2002,DigiPen Institute of Technology,0.375800013542,1
2003,ITT Technical Institute-Duluth,0.25,1
2004,University of Phoenix-Indiana,0.0,0
2005,Dewey University-Hato Rey,0.0566000007093,0
2006,Westwood College-Chicago Loop,0.198599994183,0
2007,Strayer University-Tennessee,0.25,1
2008,Strayer University-Pennsylvania,0.0833000019193,0
2009,National University College-Rio Grande,0.325800001621,1
2010,Colorado Technical University-Online,1.0,5
2011,Baker College of Allen Park,0.333299994469,1
2012,Baptist University of the Americas,0.130400002003,0
2013,Beis Medrash Heichal Dovid,0.0588000006974,0
2014,Jones International University,0.19050000608,0
2015,Charlotte Christian College and Theological Seminary,0.0,0
2016,The Art Institute of Tucson,0.206900000572,1
2017,American InterContinental University-Online,0.07689999789,0
2018,Westwood College-Atlanta Peachtree Center Campus,0.20000000298,1
2019,International Academy of Design and Technology-Troy,0.119000002742,0
2020,American InterContinental University-Houston,0.230800002813,1
2021,University of California-Merced,0.336199998856,1
2022,Platt College-North OKC,0.75,3
2023,Westwood College-Northlake,0.188700005412,0
2024,University of Phoenix-New Jersey,0.0,0
2025,University of Phoenix-Minnesota,0.0,0
2026,University of Phoenix-Kentucky,0.0,0
2027,Everest University-Orange Park,0.25,1
2028,Neumont University,0.584900021553,2
2029,Johnson & Wales University-Charlotte,0.393400013447,1
2030,Minnesota School of Business-Waite Park,0.125,0
2031,Ave Maria University,0.375600010157,1
2032,Ecclesia College,0.0322999991477,0
2033,Uta Mesivta of Kiryas Joel,0.0,0
2034,Harrisburg University of Science and Technology,0.0606000013649,0
2035,Stevens-Henager College,0.287200003862,1
2036,University of Phoenix-Iowa,0.0,0
2037,Sanford-Brown College-Las Vegas,0.196400001645,0
2038,Sanford-Brown College-Seattle,0.178599998355,0
2039,International Academy of Design and Technology-Nashville,0.176499992609,0
2040,ITT Technical Institute-Kennesaw,0.0908999964595,0
2041,United States University,0.166700005531,0
2042,Westwood College-Arlington Ballston,0.219799995422,1
2043,Argosy University-Los Angeles,0.0,0
2044,Brown Mackie College-Miami,0.333299994469,1
2045,Eagle Gate College-Layton,0.823499977589,4
2046,SAE Expression College,0.62349998951,3
2047,Minnesota School of Business-Rochester,0.125,0
2048,Georgia Gwinnett College,0.0582000017166,0
2049,SUM Bible College and Theological Seminary,0.0833000019193,0
2050,Doane University-Graduate and Professional Studies,0.0,0
2051,Shorter University-College of Adult & Professional Programs,0.0,0
2052,The Art Institute of Indianapolis,0.273999989033,1
2053,ITT Technical Institute-Charlotte South,0.0425999984145,0
2054,ITT Technical Institute-Clovis,0.0,0
2055,ITT Technical Institute-Oklahoma City,0.25,1
2056,ITT Technical Institute-Tulsa,0.0,0
2057,University of Phoenix-South Carolina,0.0,0
2058,Argosy University-The Art Institute of California-Inland Empire,0.158899992704,0
2059,National American University-Zona Rosa,0.0,0
2060,Westwood College-Annandale,0.240500003099,1
2061,Argosy University-Denver,0.0,0
2062,CollegeAmerica-Colorado Springs,0.311500012875,1
2063,CollegeAmerica-Fort Collins,0.142900004983,0
2064,University of Phoenix-Connecticut,0.0,0
2065,University of South Florida-St Petersburg,0.168400004506,0
2066,Arizona State University-Downtown Phoenix,0.414900004864,2
2067,The Art Institute of Tennessee-Nashville,0.371399998665,1
2068,Strayer University-Florida,0.0,0
2069,American Public University System,0.282200008631,1
2070,Bais Medrash Toras Chesed,0.0,0
2071,Visible Music College,0.0,0
2072,University of the West,0.0,0
2073,South University-Tampa,0.0555999986827,0
2074,Averett University-Non-Traditional Programs,0.0,0
2075,The Art Institute of Salt Lake City,0.171399995685,0
2076,The Art Institute of Charleston,0.344099998474,1
2077,Argosy University-The Art Institute of California-Sacramento,0.309500008821,1
2078,ITT Technical Institute-Columbia,0.15379999578,0
2079,ITT Technical Institute-Atlanta,0.125,0
2080,ITT Technical Institute-Mobile,0.0,0
2081,ITT Technical Institute-Chattanooga,0.0,0
2082,Strayer University-Delaware,0.5,2
2083,International Academy of Design and Technology-Sacramento,0.328099995852,1
2084,University of Phoenix-Alabama,0.0,0
2085,University of Phoenix-Washington DC,0.0,0
2086,Argosy University-Inland Empire,0.0,0
2087,Rasmussen College-Wisconsin,0.0,0
2088,Columbia Southern University,0.350800007582,1
2089,Trident University International,0.388500005007,1
2090,Digital Media Arts College,0.3125,1
2091,Yeshiva Toras Chaim,0.0,0
2092,Talmudical Seminary of Bobov,0.0,0
2093,The Art Institute of Pittsburgh-Online Division,0.0697000026703,0
2094,Brown Mackie College-Indianapolis,0.0,0
2095,CollegeAmerica-Cheyenne,0.0,0
2096,Bryant & Stratton College-Wauwatosa,0.0,0
2097,Minnesota School of Business-Blaine,0.454499989748,2
2098,The Art Institute of Michigan,0.256399989128,1
2099,The Art Institute of Austin,0.27120000124,1
2100,Argosy University-The Art Institute of California-Silicon Valley,0.36669999361,1
2101,National American University-Austin,0.0,0
2102,ITT Technical Institute-Cary,0.0714000016451,0
2103,ITT Technical Institute-Madison,0.20000000298,1
2104,ITT Technical Institute-Phoenix,0.0666999965906,0
2105,ITT Technical Institute-Madison,0.0,0
2106,ITT Technical Institute-High Point,0.214300006628,1
2107,The Art Institutes International-Kansas City,0.0,0
2108,The Art Institute of Raleigh-Durham,0.0,0
2109,Strayer University-North Carolina,0.0,0
2110,Strayer University-New Jersey,0.0,0
2111,The King's College,0.441199988127,2
2112,Chamberlain College of Nursing-Illinois,1.0,5
2113,Chamberlain College of Nursing-Ohio,0.20000000298,1
2114,Chamberlain College of Nursing-Arizona,0.40000000596,2
2115,Yeshiva of Machzikai Hadas,0.0,0
2116,Minnesota School of Business-Moorhead,1.0,5
2117,Brown Mackie College-Boise,0.0313000008464,0
2118,Providence Christian College,0.5,2
2119,Sanford-Brown College-Online,0.0926000028849,0
2120,Argosy University-Phoenix Online Division,0.054999999702,0
2121,Polytechnic University of Puerto Rico-Orlando,0.0,0
2122,Globe University-Sioux Falls,0.0,0
2123,Globe University-Eau Claire,0.142900004983,0
2124,Pacific Rim Christian University,1.0,5
2125,National University College-Ponce,0.3492000103,1
2126,Strayer University-Georgia,0.230800002813,1
2127,Strayer University-South Carolina,0.25,1
2128,Strayer University-Global Region,0.0,0
2129,Stevens-Henager College,0.270999997854,1
2130,National Paralegal College,0.0,0
2131,Georgia Christian University,0.0908999964595,0
2132,Grace College of Divinity,0.5,2
2133,Mesivta Keser Torah,0.0454999990761,0
2134,John Paul the Great Catholic University,0.550000011921,2
2135,Independence University,1.0,5
2136,Chamberlain College of Nursing-Missouri,0.333299994469,1
2137,South University-Savannah Online,0.00329999998212,0
2138,Sanford-Brown College-Brooklyn Center,0.275900006294,1
2139,Criswell College,0.142900004983,0
2140,Beverly Hills Design Institute,1.0,5
2141,Yeshiva Gedolah Zichron Leyma,0.0,0
2142,Be'er Yaakov Talmudic Seminary,0.0,0
2143,Pennsylvania State University-World Campus,0.10000000149,0
2144,Warner Pacific College Adult Degree Program,0.31819999218,1
2145,Grace Mission University,0.0,0
2146,Mid-South Christian College,0.0,0
2147,Yeshiva Gedolah Kesser Torah,0.666700005531,3
2148,Yeshiva Yesodei Hatorah,0.5,2
2149,Augusta University,0.0756999999285,0
2150,Middle Georgia State University,0.107699997723,0
2151,DeVry College of New York,0.20000000298,1
2152,DeVry University-Arizona,0.303700000048,1
2153,DeVry University-California,0.230399996042,1
2154,DeVry University-Colorado,0.279100000858,1
2155,DeVry University-Florida,0.345200002193,1
2156,DeVry University-Georgia,0.198899999261,0
2157,DeVry University-Illinois,0.236000001431,1
2158,DeVry University-Indiana,0.142900004983,0
2159,DeVry University-Maryland,1.0,5
2160,DeVry University-Minnesota,0.0,0
2161,DeVry University-Missouri,0.214300006628,1
2162,DeVry University-Nevada,0.111100003123,0
2163,DeVry University-New Jersey,0.1738999933,0
2164,DeVry University-North Carolina,0.1053000018,0
2165,DeVry University-Ohio,0.269800007343,1
2166,DeVry University-Oklahoma,0.0,0
2167,DeVry University-Oregon,0.0,0
2168,DeVry University-Pennsylvania,0.183200001717,0
2169,DeVry University-Tennessee,0.0,0
2170,DeVry University-Texas,0.149800002575,0
2171,DeVry University-Virginia,0.089699998498,0
2172,DeVry University-Washington,0.189700007439,0
2173,DeVry University-Wisconsin,0.333299994469,1
2174,University of North Georgia,0.264499992132,1
2175,University of Phoenix-Arizona,0.00850000046194,0
2176,University of Phoenix-Arkansas,0.00150000001304,0
2177,University of Phoenix-California,0.00800000037998,0
2178,University of Phoenix-Colorado,0.0241999998689,0
2179,University of Phoenix-Florida,0.00749999983236,0
2180,University of Phoenix-Georgia,0.00219999998808,0
2181,University of Phoenix-Louisiana,0.00240000011399,0
2182,University of Phoenix-Michigan,0.00130000000354,0
2183,University of Phoenix-Missouri,0.00209999992512,0
2184,University of Phoenix-Nevada,0.0133999995887,0
2185,University of Phoenix-North Carolina,0.0,0
2186,University of Phoenix-Oklahoma,0.00230000005104,0
2187,University of Phoenix-Tennessee,0.00300000002608,0
2188,University of Phoenix-Texas,0.0109999999404,0
2189,University of Phoenix-Virginia,0.00689999992028,0
2190,University of Phoenix-Pennsylvania,0.0,0
2191,California College San Diego,0.172900006175,0
